"Number","Sample.x","SiO2 (%)","TiO2","Al2O3","Fe2O3","FeO","Fe","MnO","Mn","MgO","CaO","Na2O","K2O","P2O5","SO3","C","CO2","LOI","H2O","Cl","Total","Li","Be","Rb","Sr","Cs","Ba","B","Br","Sc","V","Cr","Co","Ni","Cu","Zn","Ga","Ge","As","Y","Zr","Nb","Mo","Ag","Cd","Sn","Sb","Te","Hf","Ta","W","Au","Hg","Tl","Pb","Bi","Th","U","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Fe/Mn","Ref","Type","Fe_species","Mn_species","Locality","Age","method","Notes","Sample.y","Formation","Pathway"
965,"1",NA,0.53,5.35,NA,NA,36.9,NA,3.1,3.1,"2.25","0.4",NA,"49.04",NA,NA,NA,NA,NA,NA,100.68,NA,NA,NA,"460",NA,"840",NA,NA,"10.5","190","100",NA,"175","69","360",NA,NA,565,"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,11.9,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"1",NA,NA
966,"2",NA,0.3,3.23,NA,NA,34.2,NA,5.8,2.16,"1.87","0.27",NA,"49.27",NA,NA,NA,NA,NA,NA,97.1,NA,NA,NA,"479",NA,"1367",NA,NA,"6","152","63",NA,"210","65","324",NA,NA,510,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,5.9,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"2",NA,NA
967,"3",NA,0.1,1.21,NA,NA,21.5,NA,18.5,1.72,"1.58","0.27",NA,"31.62",NA,NA,NA,NA,NA,NA,76.51,NA,NA,NA,"479",NA,"2760",NA,NA,"1.4","118","25",NA,"408","96","348",NA,NA,386,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,1.16,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"3",NA,NA
968,"4",NA,0.06,0.87,NA,NA,28.8,NA,11.2,1.26,"1.5","0.22",NA,"39.42",NA,NA,NA,NA,NA,NA,83.31,NA,NA,NA,"440",NA,"1920",NA,NA,"1.1","105","24",NA,"275","60","305",NA,NA,480,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,2.57,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"4",NA,NA
969,"5",NA,0.11,1.49,NA,NA,24.1,NA,15.9,1.69,"1.64","0.3",NA,"33.92",NA,NA,NA,NA,NA,NA,79.15,NA,NA,NA,"480",NA,"2380",NA,NA,"2.7","129","33",NA,"355","86","380",NA,NA,30,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,1.52,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"5",NA,NA
970,"6",NA,0.07,0.94,NA,NA,24.3,NA,15.7,1.39,"1.46","0.26",NA,"29.56",NA,NA,NA,NA,NA,NA,73.68,NA,NA,NA,"430",NA,"2530",NA,NA,"1.6","103","22",NA,"355","72","347",NA,NA,28,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,1.55,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"6",NA,NA
971,"7",NA,0.23,2.53,NA,NA,30.5,NA,9.5,1.97,"1.78","0.28",NA,"42.39",NA,NA,NA,NA,NA,NA,89.19,NA,NA,NA,"463",NA,"1720",NA,NA,"4.6","139","51",NA,"262","70","335",NA,NA,41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,3.21,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"7",NA,NA
972,"8",NA,0.08,1.06,NA,NA,25.9,NA,14.1,1.46,"1.54","0.24",NA,"35.52",NA,NA,NA,NA,NA,NA,79.9,NA,NA,NA,"454",NA,"2250",NA,NA,"1.5","112","26",NA,"327","74","333",NA,NA,31,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,1.84,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"8",NA,NA
973,"9",NA,0.38,4.02,NA,NA,35.2,NA,4.8,2.5,"2.01","0.32",NA,"49.27",NA,NA,NA,NA,NA,NA,98.52,NA,NA,NA,"472",NA,"1170",NA,NA,"7.7","166","77",NA,"197","67","338",NA,NA,50,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,7.33,45,"Marine authigenic nodules",NA,"oxide","Baltic Sea",NA,NA,NA,"9",NA,NA
974,"1",NA,0.917,16.93,NA,NA,4.73,NA,0.22,3.8,"5.53",NA,"3.602","0.18",NA,NA,NA,NA,NA,NA,35.91,NA,NA,"160","250",NA,"590",NA,NA,NA,NA,NA,NA,"70","22","125",NA,NA,15,"35","160",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"1","Freshwater","Freshwater"
975,"2",NA,0.334,4.1,NA,NA,3.99,NA,30.7,3,"7.39",NA,"1.277","0.87",NA,NA,NA,NA,NA,NA,51.66,NA,NA,"40","810",NA,"3460",NA,NA,NA,NA,NA,NA,"75","20","70",NA,NA,250,"28","60",NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"2","Freshwater","Freshwater"
976,"3",NA,0.367,4.5,NA,NA,3.85,NA,29.7,3.2,"8.19",NA,"1.205","0.76",NA,NA,NA,NA,NA,NA,51.76,NA,NA,"40","730",NA,"2720",NA,NA,NA,NA,NA,NA,"80","15","50",NA,NA,240,NA,"50",NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"3","Freshwater","Freshwater"
977,"4",NA,NA,NA,NA,NA,5.53,NA,25.56,NA,NA,NA,NA,"1.01",NA,NA,NA,NA,NA,NA,32.1,NA,NA,"40","720",NA,"3390",NA,NA,NA,NA,NA,NA,"60","20","110",NA,NA,280,"30","50",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"4","Freshwater","Freshwater"
978,"5",NA,NA,NA,NA,NA,3.71,NA,26.35,NA,NA,NA,NA,"0.78",NA,NA,NA,NA,NA,NA,30.84,NA,NA,"35","675",NA,"3070",NA,NA,NA,NA,NA,NA,"60","25","75",NA,NA,200,"45","45",NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"5","Freshwater","Freshwater"
979,"6",NA,NA,NA,NA,NA,3.85,NA,26.92,NA,NA,NA,NA,"0.73",NA,NA,NA,NA,NA,NA,31.5,NA,NA,"40","710",NA,"2900",NA,NA,NA,NA,NA,NA,"70","20","80",NA,NA,190,"20","40",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"6","Freshwater","Freshwater"
980,"7",NA,0.367,5.01,NA,NA,2.1,NA,35.73,3.4,"2.11",NA,"1.723","0.41",NA,NA,NA,NA,NA,NA,50.85,NA,NA,"50","1100",NA,"4250",NA,NA,NA,NA,NA,NA,"90","25","45",NA,NA,150,"18","60",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"7","Freshwater","Freshwater"
981,"8",NA,0.584,3.61,NA,NA,16.47,NA,10.87,2.3,"8.54",NA,"0.867","3.55",NA,NA,NA,NA,NA,NA,46.79,NA,NA,"45","580",NA,"290",NA,NA,NA,NA,NA,NA,"55","30","170",NA,NA,940,"75","60",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"8","Freshwater","Freshwater"
982,"9",NA,NA,NA,NA,NA,2.03,NA,34.38,NA,NA,NA,NA,"0.39",NA,NA,NA,NA,NA,NA,36.8,NA,NA,"50","980",NA,"4700",NA,NA,NA,NA,NA,NA,"110","15","60",NA,NA,150,"18","60",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"9","Freshwater","Freshwater"
983,"10",NA,NA,NA,NA,NA,3.71,NA,23.85,NA,NA,NA,NA,"0.82",NA,NA,NA,NA,NA,NA,28.38,NA,NA,"35","800",NA,"1560",NA,NA,NA,NA,NA,NA,"55","15","80",NA,NA,180,"23","5",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"10","Freshwater","Freshwater"
984,"11",NA,NA,NA,NA,NA,17.64,NA,10.45,NA,NA,NA,NA,"2.75",NA,NA,NA,NA,NA,NA,30.84,NA,NA,"40","780",NA,"660",NA,NA,NA,NA,NA,NA,"45","70","320",NA,NA,810,"60","60",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"11","Freshwater","Freshwater"
985,"12",NA,NA,NA,NA,NA,9.67,NA,17.42,NA,NA,NA,NA,"1.7",NA,NA,NA,NA,NA,NA,28.79,NA,NA,"50","630",NA,"740",NA,NA,NA,NA,NA,NA,"60","30","100",NA,NA,480,"50","55",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"12","Freshwater","Freshwater"
986,"13",NA,NA,NA,NA,NA,12.89,NA,13.18,NA,NA,NA,NA,"2.2",NA,NA,NA,NA,NA,NA,28.27,NA,NA,"40","585",NA,"450",NA,NA,NA,NA,NA,NA,"45","15","100",NA,NA,650,"55","50",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"13","Freshwater","Freshwater"
987,"14",NA,NA,NA,NA,NA,13.59,NA,13.18,NA,NA,NA,NA,"2.34",NA,NA,NA,NA,NA,NA,29.11,NA,NA,"40","600",NA,"370",NA,NA,NA,NA,NA,NA,"35","20","60",NA,NA,690,"40","50",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,46,"lacustrine diagenetic nodules",NA,"oxide","Loch Fyne, Scotland",NA,NA,NA,"14","Freshwater","Freshwater"
988,"15",NA,0.234,4.19,NA,NA,1.46,NA,19,3,"18.58",NA,"0.87","0.39",NA,NA,NA,NA,NA,NA,47.73,NA,NA,"50","270",NA,"180",NA,NA,NA,NA,NA,NA,"45","60","35",NA,NA,5,"15","50",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,46,"lacustrine diagenetic nodules",NA,"carbonate","Loch Fyne, Scotland",NA,NA,NA,"15","Carbonates","Carbonates"
989,"16",NA,0.4,4.7,NA,NA,1.94,NA,18,2.6,"14.58",NA,"1.05","0.6",NA,NA,NA,NA,NA,NA,43.87,NA,NA,"40","425",NA,"1100",NA,NA,NA,NA,NA,NA,"50","40","5",NA,NA,10,"25","90",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,46,"lacustrine diagenetic nodules",NA,"carbonate","Loch Fyne, Scotland",NA,NA,NA,"16","Carbonates","Carbonates"
990,"W1",NA,NA,NA,NA,NA,48,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","7","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"W1","Freshwater","Freshwater"
991,"W2","19.25",3e-04,4e-04,NA,NA,39.2,NA,8.8,0.12,"0.56","0.05","0.6","0.02",NA,NA,NA,NA,NA,NA,68.61,NA,NA,NA,"170",NA,"2300",NA,NA,NA,NA,NA,"50","5","10","900",NA,NA,NA,NA,NA,NA,"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"W2","Freshwater","Freshwater"
992,"S3",NA,NA,NA,NA,NA,35.8,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S3","Freshwater","Freshwater"
993,"S1",NA,NA,NA,NA,NA,35.8,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","35","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S1","Freshwater","Freshwater"
994,"S2 bridge",NA,NA,NA,NA,NA,43.6,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","5","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S2 bridge","Freshwater","Freshwater"
995,"S2 black side",NA,NA,NA,NA,NA,23.7,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152","18","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S2 black side","Freshwater","Freshwater"
996,"S2 red-brown side",NA,NA,NA,NA,NA,48.3,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","11","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S2 red-brown side","Freshwater","Freshwater"
997,"S4",NA,NA,NA,NA,NA,48.2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","6","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S4","Freshwater","Freshwater"
998,"S6",NA,NA,NA,NA,NA,48.8,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","8","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.67,47,"lacustrine authigenic nodules",NA,"oxide","Saranac Lakes",NA,NA,NA,"S6","Freshwater","Freshwater"
999,"low","8.56",0.05,1.32,NA,NA,19.5,NA,13.4,0.2,"0.91","0.09",NA,"0.09",NA,NA,NA,NA,NA,NA,44.12,NA,1,NA,NA,NA,"3000",10,NA,NA,"100","20","60","20","20","100","10",NA,NA,"10","100",NA,"30","6",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"80",NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,48,"lacustrine authigenic nodules",NA,"oxide","Oneida Lake, New York",NA,NA,NA,"low","Freshwater","Freshwater"
1000,"high","21.39",1.42,1.8,NA,NA,27.5,NA,15.4,0.28,"1.96","0.98",NA,"0.69",NA,NA,NA,NA,NA,NA,71.42,NA,1,NA,NA,NA,"3000",10,NA,NA,"200","30","80","60","140","200","10",NA,NA,"35","300",NA,"35","10",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,48,"lacustrine authigenic nodules",NA,"oxide","Oneida Lake, New York",NA,NA,NA,"high","Freshwater","Freshwater"
1001,"Pisolithic avg","9.37",0.1,3.3,NA,NA,43.3,NA,0.5,0.2,"0.1",NA,NA,"1.4",NA,NA,NA,NA,NA,NA,58.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,49,"lacustrine diagenetic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Pisolithic avg","Freshwater","Freshwater"
1002,"Pisolithic max","15.4",0.1,5.9,NA,NA,45.8,NA,0.8,0.4,"0.2",NA,NA,"1.8",NA,NA,NA,NA,NA,NA,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25,49,"lacustrine diagenetic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Pisolithic max","Freshwater","Freshwater"
1003,"Pisolithic min","4.79",0.1,0.4,NA,NA,41,NA,0.1,0.1,"0.1",NA,NA,"1",NA,NA,NA,NA,NA,NA,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,49,"lacustrine diagenetic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Pisolithic min","Freshwater","Freshwater"
1004,"Penny avg","40.79",0.5,10.3,NA,NA,13.8,NA,6.8,1.09,"0.7",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,74.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Penny avg","Freshwater","Freshwater"
1005,"Penny max","49.91",0.5,10.9,NA,NA,19.9,NA,7.4,1.49,"0.99",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,91.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Penny max","Freshwater","Freshwater"
1006,"Penny min","29.01",0.5,9.4,NA,NA,8.5,NA,6,0.8,"0.2",NA,NA,"0.2",NA,NA,NA,NA,NA,NA,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Penny min","Freshwater","Freshwater"
1007,"Crust avg","14.5",0.1,4.3,NA,NA,26.2,NA,16.3,0.3,"0.1",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Crust avg","Freshwater","Freshwater"
1008,"Crust max","22.5",0.1,5.1,NA,NA,28.1,NA,22.6,0.5,"0.1",NA,NA,"0.7",NA,NA,NA,NA,NA,NA,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Crust max","Freshwater","Freshwater"
1009,"Crust min","6.61",0.1,3.2,NA,NA,24.3,NA,9.3,0.1,"0.1",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,44.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,49,"lacustrine authigenic nodules",NA,"oxide","Finnish Lakes",NA,NA,NA,"Crust min","Freshwater","Freshwater"
1010,"ML2014-3-01",NA,NA,3.15,NA,NA,1.72,NA,2.91,0.3,"1.67","1.75","1.37",NA,NA,NA,NA,NA,NA,NA,12.87,NA,NA,NA,"249",NA,"9811",NA,NA,NA,NA,NA,NA,NA,NA,"863",NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,50,"lacustrine authigenic nodules",NA,"oxide","Lake Magaguadavic, Canada",NA,NA,NA,"ML2014-3-01","Freshwater","Freshwater"
1011,"ML2014-3-02",NA,NA,1.88,NA,NA,3.7,NA,2.28,0.13,"1.06","0.3","0.25",NA,NA,NA,NA,NA,NA,NA,9.61,NA,NA,NA,"332",NA,"7829",NA,NA,NA,NA,NA,NA,NA,NA,"273",NA,NA,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,50,"lacustrine authigenic nodules",NA,"oxide","Lake Magaguadavic, Canada",NA,NA,NA,"ML2014-3-02","Freshwater","Freshwater"
