Number,Sample,SiO2 (%),TiO2,Al2O3,Fe2O3,FeO,Fe,MnO,Mn,MgO,CaO,Na2O,K2O,P2O5,SO3,C,CO2,LOI,H2O,Cl,Total,Li,Be,Rb,Sr,Cs,Ba,B,Br,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Ge,As,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Te,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Fe/Mn,Ref,Type,Fe_species,Mn_species,Locality,Age,method,Notes
459,75-123-C22-34,,,,,,,46.1,35.7,,,,,,,,,,,,46.1,,,,,,2.35,,,,,28,67,55,69,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
460,75-123-C34-36,,,,,,,47.65,36.9,,,,,,,,,,,,47.65,,,,,,1.84,,,,,27,93,70,111,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
461,75-123-C36-45,,,,,,,44.29,34.3,,,,,,,,,,,,44.29,,,,,,2.04,,,,,13,89,49,43,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
462,75-123-C45-47,,,,,,,49.71,38.5,,,,,,,,,,,,49.71,,,,,,1.69,,,,,31,95,53,95,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
463,75-123-D0-11,,,,,,,28.54,22.1,,,,,,,,,,,,28.54,,,,,,1.02,,,,,9,37,40,79,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
464,75-123-D11-13,,,,,,,66.63,51.6,,,,,,,,,,,,66.63,,,,,,3.54,,,,,44,133,14,130,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
465,75-123-D13-23,,,,,,,50.87,39.4,,,,,,,,,,,,50.87,,,,,,2.58,,,,,14,78,64,66,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
466,75-123-D23-25,,,,,,,55.91,43.3,,,,,,,,,,,,55.91,,,,,,3.17,,,,,49,117,99,119,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
467,75-123-D25-35,,,,,,,51.52,39.9,,,,,,,,,,,,51.52,,,,,,2.78,,,,,8,80,62,63,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
468,75-123-D35-37,,,,,,,50.1,38.8,,,,,,,,,,,,50.1,,,,,,2.19,,,,,15,87,76,81,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
469,75-123-D37-44,,,,,,,48.55,37.6,,,,,,,,,,,,48.55,,,,,,2.37,,,,,11,78,67,61,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
470,75-123-D44-46,,,,,,,42.09,32.6,,,,,,,,,,,,42.09,,,,,,1.73,,,,,9,65,50,69,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
471,75-123-E0-8,,,,,,,44.93,34.8,,,,,,,,,,,,44.93,,,,,,4.04,,,,,26,110,88,91,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
472,75-123-E8-10,,,,,,,37.7,29.2,,,,,,,,,,,,37.7,,,,,,2.25,,,,,53,88,86,88,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
473,75-123-E20-22,,,,,,,65.33,50.6,,,,,,,,,,,,65.33,,,,,,4.24,,,,,30,118,70,115,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
474,75-123-E22-33,,,,,,,56.43,43.7,,,,,,,,,,,,56.43,,,,,,2.57,,,,,25,90,71,64,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
475,75-123-E33-35,,,,,,,59.52,46.1,,,,,,,,,,,,59.52,,,,,,2.67,,,,,24,77,83,89,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
476,75-123-E35-44,,,,,,,57.85,44.8,,,,,,,,,,,,57.85,,,,,,2.47,,,,,19,80,59,53,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
477,75-123-E44-46,,,,,,,42.74,33.1,,,,,,,,,,,,42.74,,,,,,58,,,,,34,145,48,88,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
478,75-123-E46-55,,,,,,,49.84,38.6,,,,,,,,,,,,49.84,,,,,,1.54,,,,,22,110,57,35,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
479,75-123-E55-57,,,,,,,44.93,34.8,,,,,,,,,,,,44.93,,,,,,2.32,,,,,40,109,84,88,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
480,73-123TA10-15,,,,,,,57.33,44.4,,,,,,,,,,,,57.33,,,,,,6.58,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
481,73-123TA15-18,,,,,,,55.78,43.2,,,,,,,,,,,,55.78,,,,,,5.42,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
482,73-123TA18-21,,,,,,,55.52,43,,,,,,,,,,,,55.52,,,,,,4.58,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
483,73-123TA21-24,,,,,,,55.39,42.9,,,,,,,,,,,,55.39,,,,,,5.49,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
484,73-123TA24-27,,,,,,,44.16,34.2,,,,,,,,,,,,44.16,,,,,,4.56,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
485,73-123TB0-4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,116,,30,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
486,73-123TB4-7,,,,,,,51.39,39.8,,,,,,,,,,,,51.39,,,,,,,,,,,,143,,25,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
487,73-123TB7-10,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,162,,27,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
488,73-123TB10-12,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,101,,29,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
489,73-123TB12-14,,,,,,,50.1,38.8,,,,,,,,,,,,50.1,,,,,,,,,,,,83,,36,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
490,73-123TB14-17,,,,,,,51.65,40,,,,,,,,,,,,51.65,,,,,,,,,,,,114,,39,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
491,73-123TB17-20,,,,,,,51.26,39.7,,,,,,,,,,,,51.26,,,,,,,,,,,,121,,37,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
492,73-123TB20-23,,,,,,,41.83,32.4,,,,,,,,,,,,41.83,,,,,,,,,,,,139,,37,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
493,73-123TB23-25,,,,,,,39.38,30.5,,,,,,,,,,,,39.38,,,,,,,,,,,,113,,16,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
494,73-123TB25-27,,,,,,,36.28,28.1,,,,,,,,,,,,36.28,,,,,,,,,,,,123,,11,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,18,Lacustrine nodules,oxide,oxide,"Oneida Lake, New York",,whole rock AAS,
495,SFN-1,,,,57.47,,40.2,3.29,2.55,,,,,,,,,,,,60.77,,,,,,,,,,,,350,912,1529,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
496,SFN-3,,,,43.89,,30.7,2.91,2.25,,,,,,,,,,,,46.8,,,,,,,,,,,,250,600,1433,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
497,SFN-6,,,,54.33,,38,1.94,1.5,,,,,,,,,,,,56.27,,,,,,,,,,,,180,590,2200,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
498,SFN-8,,,,50.75,,35.5,0.52,0.4,,,,,,,,,,,,51.27,,,,,,,,,,,,90,480,790,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
499,SFN-9,,,,26.88,,18.8,21.5,16.65,,,,,,,,,,,,48.38,,,,,,,,,,,,223,777,939,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
500,SFN-10,,,,62.48,,43.7,0.52,0.4,,,,,,,,,,,,62.99,,,,,,,,,,,,340,775,1369,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.25,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
501,SFN-11,,,,39.75,,27.8,1.61,1.25,,,,,,,,,,,,41.36,,,,,,,,,,,,109,783,938,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.24,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
502,SFNA,,,,47.92,,33.52,4.61,3.57,,,,,,,,,,,,52.53,,,,,,,,,,,,220,702,1314,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,Average
503,SFGS-1,,,,6.86,,4.8,0.19,0.15,,,,,,,,,,,,7.06,,,,,,,,,,,,100,220,80,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
504,SFGS-3,,,,6.15,,4.3,0.36,0.28,,,,,,,,,,,,6.51,,,,,,,,,,,,160,240,220,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
505,SFGS-9,,,,6.43,,4.5,0.39,0.3,,,,,,,,,,,,6.82,,,,,,,,,,,,130,220,240,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
506,SFGS-11,,,,9.01,,6.3,0.74,0.57,,,,,,,,,,,,9.74,,,,,,,,,,,,150,880,160,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,
507,SFGSA,,,,7.11,,4.97,0.41,0.32,,,,,,,,,,,,7.52,,,,,,,,,,,,135,390,175,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53,19,Lacustrine nodules,oxide,oxide,"Lake George, New York",,whole rock AAS OES,Average
508,SFLCA,,,,42.13,,29.47,6.93,5.37,,,,,,,,,,,,49.07,,,,,,,,,,,,22,,60,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.49,19,Lacustrine nodules,oxide,oxide,"Lake Champlain, New York",,whole rock AAS OES,Average
509,Sta1,,,,59.62,,41.7,11.66,9.03,0.17,0.78,,,,,,,,,,72.23,,,,,,,,,,,,156,117,40,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
510,Tr36,,,,63.34,,44.3,9.48,7.34,0.12,0.78,,,,,,,,,,73.72,,,,,,,,,,,,125,132,31,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
511,Tr41,,,,57.9,,40.5,11.71,9.07,0.17,0.92,,,,,,,,,,70.71,,,,,,,,,,,,137,140,42,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
512,Tr47,,,,56.04,,39.2,14.59,11.3,0.16,0.99,,,,,,,,,,71.78,,,,,,,,,,,,152,129,35,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
513,Tr54,,,,56.76,,39.7,7.95,6.16,0.11,0.8,,,,,,,,,,65.63,,,,,,,,,,,,123,87,28,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
514,Tr55,,,,56.76,,39.7,12.91,10,0.22,0.92,,,,,,,,,,70.8,,,,,,,,,,,,139,119,36,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
515,Tr61,,,,57.05,,39.9,11.88,9.2,0.23,1,,,,,,,,,,70.16,,,,,,,,,,,,148,138,35,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
516,Tr69,,,,54.76,,38.3,13.17,10.2,0.17,1,,,,,,,,,,69.09,,,,,,,,,,,,140,104,35,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
517,Tr74,,,,60.05,,42,10.05,7.78,0.16,0.91,,,,,,,,,,71.16,,,,,,,,,,,,113,131,34,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
518,Sta2,,,,59.9,,41.9,10.37,8.03,0.1,0.78,,,,,,,,,,71.15,,,,,,,,,,,,117,122,37,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
519,Sta3,,,,50.9,,35.6,16.4,12.7,0.2,1.2,,,,,,,,,,68.7,,,,,,,,,,,,149,177,58,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
520,Sta4,,,,58.33,,40.8,8.73,6.76,0.13,1.02,,,,,,,,,,68.21,,,,,,,,,,,,82,93,34,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
521,Tr5-1,,,,50.75,,35.5,15.37,11.9,0.15,1.2,,,,,,,,,,67.47,,,,,,,,,,,,98,164,55,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
522,Tr5-4,,,,60.76,,42.5,7.06,5.47,0.1,0.83,,,,,,,,,,68.76,,,,,,,,,,,,84,113,31,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
523,Tr5-7,,,,55.47,,38.8,12.29,9.52,0.12,1.02,,,,,,,,,,68.9,,,,,,,,,,,,131,146,39,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
524,Tr5-10,,,,55.47,,38.8,12.58,9.74,0.12,0.95,,,,,,,,,,69.12,,,,,,,,,,,,112,130,38,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
525,Sta6,,,,57.9,,40.5,9.44,7.31,0.12,0.86,,,,,,,,,,68.32,,,,,,,,,,,,122,108,37,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
526,Sta7,,,,63.19,,44.2,6.66,5.16,0.1,0.76,,,,,,,,,,70.71,,,,,,,,,,,,87,89,29,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
527,Sta8,,,,58.33,,40.8,10.87,8.42,0.15,0.85,,,,,,,,,,70.21,,,,,,,,,,,,99,135,40,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
528,Tr8-11,,,,50.04,,35,14.59,11.3,0.17,1.13,,,,,,,,,,65.93,,,,,,,,,,,,128,171,52,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
529,Tr8-12,,,,55.04,,38.5,13.3,10.3,0.91,1.89,,,,,,,,,,71.14,,,,,,,,,,,,276,172,91,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
530,Tr8-13,,,,63.48,,44.4,7.59,5.88,0.15,0.96,,,,,,,,,,72.18,,,,,,,,,,,,133,113,43,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
531,Tr8-14,,,,61.33,,42.9,9.68,7.5,0.11,0.71,,,,,,,,,,71.84,,,,,,,,,,,,101,120,32,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
532,Sta9,,,,58.76,,41.1,11.58,8.97,0.12,0.94,,,,,,,,,,71.41,,,,,,,,,,,,109,138,33,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
533,Sta10,,,,59.9,,41.9,10.74,8.32,0.1,0.76,,,,,,,,,,71.51,,,,,,,,,,,,79,119,37,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
534,Sta11,,,,60.19,,42.1,9.55,7.4,0.1,0.77,,,,,,,,,,70.62,,,,,,,,,,,,83,123,30,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
535,Sta12,,,,66.05,,46.2,3.06,2.37,0.13,0.69,,,,,,,,,,69.93,,,,,,,,,,,,80,82,28,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
536,Sta13,,,,61.19,,42.8,6.55,5.07,0.11,0.84,,,,,,,,,,68.69,,,,,,,,,,,,107,81,32,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
537,Sta14,,,,66.34,,46.4,1.87,1.45,0.06,0.68,,,,,,,,,,68.96,,,,,,,,,,,,67,60,20,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
538,Sta15,,,,65.77,,46,2.41,1.87,0.07,0.44,,,,,,,,,,68.69,,,,,,,,,,,,68,65,23,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
539,Sta16,,,,65.91,,46.1,1.99,1.54,0.1,0.53,,,,,,,,,,68.52,,,,,,,,,,,,73,80,24,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.94,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
540,Sta17,,,,63.76,,44.6,3.85,2.98,0.08,0.56,,,,,,,,,,68.26,,,,,,,,,,,,88,94,25,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
541,Sta18,,,,67.62,,47.3,2.52,1.95,0.1,0.67,,,,,,,,,,70.92,,,,,,,,,,,,73,57,23,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
542,Sta19,,,,62.19,,43.5,5.54,4.29,0.11,0.71,,,,,,,,,,68.54,,,,,,,,,,,,99,73,33,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.14,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
543,Sta20,,,,71.2,,49.8,1.92,1.49,0.08,0.43,,,,,,,,,,73.64,,,,,,,,,,,,69,71,34,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.42,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
544,Sta21,,,,62.33,,43.6,4.71,3.65,0.22,0.77,,,,,,,,,,68.04,,,,,,,,,,,,97,76,31,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
545,Sta22,,,,64.91,,45.4,5,3.87,0.09,0.58,,,,,,,,,,70.58,,,,,,,,,,,,101,98,29,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
546,Sta23,,,,66.62,,46.6,5.23,4.05,0.08,0.53,,,,,,,,,,72.46,,,,,,,,,,,,101,88,21,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
547,Sta24,,,,59.33,,41.5,9.04,7,0.09,0.6,,,,,,,,,,69.06,,,,,,,,,,,,128,85,28,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
548,Tr24-1,,,,68.2,,47.7,2.98,2.31,0.06,0.4,,,,,,,,,,71.64,,,,,,,,,,,,83,74,26,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
549,Tr24-5,,,,60.91,,42.6,8.19,6.34,0.11,0.75,,,,,,,,,,69.95,,,,,,,,,,,,113,81,21,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,20,Lacustrine nodules,oxide,oxide,"Shebandowan Lakes, Ontario, Canada",,whole rock AAS,
