Number,Sample,Formation,Pathway
3882,Carsaig,Gale crater,Gale crater
3883,Carsaig,Gale crater,Gale crater
3884,Peebles,Gale crater,Gale crater
3885,Peebles,Gale crater,Gale crater
3886,Peebles,Gale crater,Gale crater
3887,Peebles,Gale crater,Gale crater
3888,Peebles,Gale crater,Gale crater
3889,Peebles,Gale crater,Gale crater
3890,Peebles,Gale crater,Gale crater
3891,Peebles,Gale crater,Gale crater
3892,Highfield_dump_ccam,Gale crater,Gale crater
3893,aegis_post_2251a,Gale crater,Gale crater
3894,Conan_Mains,Gale crater,Gale crater
3895,Dalziel,Gale crater,Gale crater
3896,Cluny_Hill,Gale crater,Gale crater
3897,Firth_of_Forth,Gale crater,Gale crater
3898,Gometra,Gale crater,Gale crater
3899,Lairg,Gale crater,Gale crater
3900,St_Cyrus_3,Gale crater,Gale crater
3901,Stac_Pollaidh,Gale crater,Gale crater
3902,Elrick,Gale crater,Gale crater
3903,Dun_Ara,Gale crater,Gale crater
3904,Dun_Ara,Gale crater,Gale crater
3905,Dun_Ara,Gale crater,Gale crater
3906,Faoilean,Gale crater,Gale crater
3907,Faoilean,Gale crater,Gale crater
3908,Faoilean,Gale crater,Gale crater
3909,aegis_post_2316a,Gale crater,Gale crater
3910,aegis_post_2317a,Gale crater,Gale crater
3911,Ladyburn,Gale crater,Gale crater
3912,Ladyburn,Gale crater,Gale crater
3913,Ladyburn,Gale crater,Gale crater
3914,Ladyburn,Gale crater,Gale crater
3915,Ladyburn,Gale crater,Gale crater
3916,Gannet_ccam,Gale crater,Gale crater
3917,Gannet_ccam,Gale crater,Gale crater
3918,Beryl,Gale crater,Gale crater
3919,Beryl,Gale crater,Gale crater
3920,Beryl,Gale crater,Gale crater
3921,Beryl,Gale crater,Gale crater
3922,Beryl,Gale crater,Gale crater
3923,Clyde,Gale crater,Gale crater
3924,Auchterarder,Gale crater,Gale crater
3925,Auchterarder,Gale crater,Gale crater
3926,Alloa,Gale crater,Gale crater
3927,Alloa,Gale crater,Gale crater
3928,Alloa,Gale crater,Gale crater
3929,Alloa,Gale crater,Gale crater
3930,Crathes,Gale crater,Gale crater
3931,Cuttyhill,Gale crater,Gale crater
3932,Cuttyhill,Gale crater,Gale crater
3933,Cuttyhill,Gale crater,Gale crater
3934,Cuttyhill,Gale crater,Gale crater
3935,Cuttyhill,Gale crater,Gale crater
3936,Cuttyhill,Gale crater,Gale crater
3937,Cuttyhill,Gale crater,Gale crater
3938,Cuttyhill,Gale crater,Gale crater
3939,Cuttyhill,Gale crater,Gale crater
3940,Miller_ccam,Gale crater,Gale crater
3941,Miller_ccam,Gale crater,Gale crater
3942,Miller_ccam,Gale crater,Gale crater
3943,Gardenstown,Gale crater,Gale crater
3944,Gardenstown,Gale crater,Gale crater
3945,Caledonia_ccam,Gale crater,Gale crater
3946,Caledonia_ccam,Gale crater,Gale crater
3947,Buzzard,Gale crater,Gale crater
3948,Buzzard,Gale crater,Gale crater
3949,Buzzard,Gale crater,Gale crater
3950,Buzzard,Gale crater,Gale crater
3951,Crail,Gale crater,Gale crater
3952,Crail,Gale crater,Gale crater
3953,Crail,Gale crater,Gale crater
3954,Crail,Gale crater,Gale crater
3955,aegis_post_2353a,Gale crater,Gale crater
3956,aegis_post_2353a,Gale crater,Gale crater
3957,aegis_post_2358a,Gale crater,Gale crater
3958,Uyea,Gale crater,Gale crater
3959,aegis_post_2365a,Gale crater,Gale crater
3960,aegis_post_2365a,Gale crater,Gale crater
3961,aegis_post_2365a,Gale crater,Gale crater
3962,North_Berwick,Gale crater,Gale crater
3963,North_Berwick,Gale crater,Gale crater
3964,North_Berwick,Gale crater,Gale crater
3965,North_Berwick,Gale crater,Gale crater
3966,Aberlady_drill_hole_1,Gale crater,Gale crater
3967,Aberlady_drill_hole_2,Gale crater,Gale crater
3968,Aberlady_drill_hole_2,Gale crater,Gale crater
3969,Middle_Field,Gale crater,Gale crater
3970,Middle_Field,Gale crater,Gale crater
3971,Middle_Field,Gale crater,Gale crater
3972,Middle_Field,Gale crater,Gale crater
3973,Ulva,Gale crater,Gale crater
3974,Ulva,Gale crater,Gale crater
3975,Ulva,Gale crater,Gale crater
3976,New_Lanark,Gale crater,Gale crater
3977,New_Lanark,Gale crater,Gale crater
3978,New_Lanark,Gale crater,Gale crater
3979,New_Lanark,Gale crater,Gale crater
3980,New_Lanark,Gale crater,Gale crater
3981,New_Lanark,Gale crater,Gale crater
3982,New_Lanark,Gale crater,Gale crater
3983,New_Lanark,Gale crater,Gale crater
3984,Glen_Water,Gale crater,Gale crater
3985,Glen_Water,Gale crater,Gale crater
3986,Glen_Water,Gale crater,Gale crater
3987,Glen_Water,Gale crater,Gale crater
3988,Ben_Vane,Gale crater,Gale crater
3989,Ben_Vane,Gale crater,Gale crater
3990,Ben_Vane,Gale crater,Gale crater
3991,John_O_Groats,Gale crater,Gale crater
3992,John_O_Groats,Gale crater,Gale crater
3993,Kirkcaldy,Gale crater,Gale crater
3994,Kirkcaldy,Gale crater,Gale crater
3995,Kirkcaldy,Gale crater,Gale crater
3996,Kirkcaldy,Gale crater,Gale crater
3997,Middle_Field_2,Gale crater,Gale crater
3998,Middle_Field_2,Gale crater,Gale crater
3999,Middle_Field_2,Gale crater,Gale crater
4000,Aberlady_drill_hole_3,Gale crater,Gale crater
4001,Aberlady_drill_hole_3,Gale crater,Gale crater
4002,Aberlady_drill_hole_3,Gale crater,Gale crater
4003,Aberlady_drill_hole_3,Gale crater,Gale crater
4004,Aberlady_drill_hole_3,Gale crater,Gale crater
4005,Aberlady_tailings_ccam_2,Gale crater,Gale crater
4006,Aberlady_tailings_ccam_2,Gale crater,Gale crater
4007,Udny_Green,Gale crater,Gale crater
4008,Kilmarie_ccam_drill_hole_1,Gale crater,Gale crater
4009,Kilmarie_ccam_drill_hole_1,Gale crater,Gale crater
4010,Kilmarie_ccam_drill_hole_1,Gale crater,Gale crater
4011,Kilmarie_ccam_drill_hole_1,Gale crater,Gale crater
4012,Quirang,Gale crater,Gale crater
4013,Caledonian_Canal,Gale crater,Gale crater
4014,Switha,Gale crater,Gale crater
4015,Aberlady_ccam_drill_hole_4,Gale crater,Gale crater
4016,Aberlady_ccam_drill_hole_4,Gale crater,Gale crater
4017,Aberlady_ccam_drill_hole_4,Gale crater,Gale crater
4018,Strawberry_Wood,Gale crater,Gale crater
4019,Strawberry_Wood,Gale crater,Gale crater
4020,Strawberry_Wood,Gale crater,Gale crater
4021,Strawberry_Wood,Gale crater,Gale crater
4022,Strawberry_Wood,Gale crater,Gale crater
4023,Strawberry_Wood,Gale crater,Gale crater
4024,Strawberry_Wood,Gale crater,Gale crater
4025,Mile_End,Gale crater,Gale crater
4026,Mile_End,Gale crater,Gale crater
4027,Mile_End,Gale crater,Gale crater
4028,Mile_End,Gale crater,Gale crater
4029,Mile_End,Gale crater,Gale crater
4030,Tolmount,Gale crater,Gale crater
4031,Tolmount,Gale crater,Gale crater
4032,Tolmount,Gale crater,Gale crater
4033,Tolmount,Gale crater,Gale crater
4034,Tolmount,Gale crater,Gale crater
4035,Tolmount,Gale crater,Gale crater
4036,Tolmount,Gale crater,Gale crater
4037,Tolmount,Gale crater,Gale crater
4038,Tolmount,Gale crater,Gale crater
4039,Tolmount,Gale crater,Gale crater
4040,Tiffany,Gale crater,Gale crater
4041,Delnabo,Gale crater,Gale crater
4042,Delnabo,Gale crater,Gale crater
4043,Delnabo,Gale crater,Gale crater
4044,Delnabo,Gale crater,Gale crater
4045,Durnhill,Gale crater,Gale crater
4046,Dumyat,Gale crater,Gale crater
4047,Dumyat,Gale crater,Gale crater
4048,River_Spey,Gale crater,Gale crater
4049,River_Spey,Gale crater,Gale crater
4050,River_Spey,Gale crater,Gale crater
4051,River_Spey,Gale crater,Gale crater
4052,River_Spey,Gale crater,Gale crater
4053,River_Spey,Gale crater,Gale crater
4054,River_Spey,Gale crater,Gale crater
4055,River_Spey,Gale crater,Gale crater
4056,River_Spey,Gale crater,Gale crater
4057,Tiffany_2,Gale crater,Gale crater
4058,Rothes,Gale crater,Gale crater
4059,Delnabo_2,Gale crater,Gale crater
4060,Delnabo_2,Gale crater,Gale crater
4061,Kilmarie_tailings_ccam,Gale crater,Gale crater
4062,Stotfield,Gale crater,Gale crater
4063,Tiffany_3,Gale crater,Gale crater
4064,Tiffany_3,Gale crater,Gale crater
4065,Ben_Cruachan,Gale crater,Gale crater
4066,Ben_Cruachan,Gale crater,Gale crater
4067,Ben_Cruachan,Gale crater,Gale crater
4068,Ben_Lomond,Gale crater,Gale crater
4069,Ben_Lomond,Gale crater,Gale crater
4070,Ben_Lomond,Gale crater,Gale crater
4071,Ben_Lomond,Gale crater,Gale crater
4072,Ben_Suardal,Gale crater,Gale crater
4073,Ben_Suardal,Gale crater,Gale crater
4074,Ben_Suardal,Gale crater,Gale crater
4075,Ben_Suardal,Gale crater,Gale crater
4076,Ben_Suardal,Gale crater,Gale crater
4077,Seafield_Tower,Gale crater,Gale crater
4078,Seafield_Tower,Gale crater,Gale crater
4079,Saltire,Gale crater,Gale crater
4080,Saltire,Gale crater,Gale crater
4081,Selkirk,Gale crater,Gale crater
4082,Selkirk,Gale crater,Gale crater
4083,Selkirk,Gale crater,Gale crater
4084,Selkirk,Gale crater,Gale crater
4085,Annbank,Gale crater,Gale crater
4086,Broad_Cairn_ccam,Gale crater,Gale crater
4087,aegis_post_2418a,Gale crater,Gale crater
4088,Hillhead_ccam,Gale crater,Gale crater
4089,Cupar,Gale crater,Gale crater
4090,aegis_post_2420a,Gale crater,Gale crater
4091,aegis_post_2420a,Gale crater,Gale crater
4092,aegis_post_2420a,Gale crater,Gale crater
4093,Wester_Ross,Gale crater,Gale crater
4094,Wester_Ross,Gale crater,Gale crater
4095,Watten,Gale crater,Gale crater
4096,Watten,Gale crater,Gale crater
4097,Mons_Graupius_ccam,Gale crater,Gale crater
4098,Mons_Graupius_ccam,Gale crater,Gale crater
4099,Mons_Graupius_ccam,Gale crater,Gale crater
4100,aegis_post_2430a,Gale crater,Gale crater
4101,Portessie,Gale crater,Gale crater
4102,Portessie,Gale crater,Gale crater
4103,Strathspey,Gale crater,Gale crater
4104,Strathspey,Gale crater,Gale crater
4105,Strathspey,Gale crater,Gale crater
4106,aegis_post_2440a,Gale crater,Gale crater
4107,aegis_post_2440a,Gale crater,Gale crater
4108,aegis_post_2440a,Gale crater,Gale crater
4109,aegis_post_2440a,Gale crater,Gale crater
4110,aegis_post_2440b,Gale crater,Gale crater
4111,aegis_post_2440b,Gale crater,Gale crater
4112,aegis_post_2440b,Gale crater,Gale crater
4113,aegis_post_2440b,Gale crater,Gale crater
4114,Irvine,Gale crater,Gale crater
4115,Irvine,Gale crater,Gale crater
4116,Irvine,Gale crater,Gale crater
4117,Calgary_Bay_ccam,Gale crater,Gale crater
4118,Calgary_Bay_ccam,Gale crater,Gale crater
4119,Calgary_Bay_ccam,Gale crater,Gale crater
4120,Calgary_Bay_ccam,Gale crater,Gale crater
4121,Bower,Gale crater,Gale crater
4122,Yesnaby_Stacks,Gale crater,Gale crater
4123,Glenbuchat,Gale crater,Gale crater
4124,Glenbuchat,Gale crater,Gale crater
4125,Strathclyde,Gale crater,Gale crater
4126,Strathclyde,Gale crater,Gale crater
4127,Tayside,Gale crater,Gale crater
4128,Tayside,Gale crater,Gale crater
4129,Tayside,Gale crater,Gale crater
4130,Tayside,Gale crater,Gale crater
4131,Tayside,Gale crater,Gale crater
4132,Badcall_ccam,Gale crater,Gale crater
4133,Badcall_ccam,Gale crater,Gale crater
4134,Badcall_ccam,Gale crater,Gale crater
4135,Badcall_ccam,Gale crater,Gale crater
4136,Badcall_ccam,Gale crater,Gale crater
4137,Badcall_ccam,Gale crater,Gale crater
4138,Badcall_ccam,Gale crater,Gale crater
4139,Badcall_ccam,Gale crater,Gale crater
4140,Buckie_ccam,Gale crater,Gale crater
4141,Buckie_ccam,Gale crater,Gale crater
4142,Buckie_ccam,Gale crater,Gale crater
4143,Buckie_ccam,Gale crater,Gale crater
4144,Buckie_ccam,Gale crater,Gale crater
4145,Red_Point,Gale crater,Gale crater
4146,Red_Point,Gale crater,Gale crater
4147,Red_Point,Gale crater,Gale crater
4148,Aberdeen,Gale crater,Gale crater
4149,Culross,Gale crater,Gale crater
4150,Orbost,Gale crater,Gale crater
4151,Orbost,Gale crater,Gale crater
4152,Dunnet,Gale crater,Gale crater
4153,Feshie_ccam,Gale crater,Gale crater
4154,Feshie_ccam,Gale crater,Gale crater
4155,Sligachan_ccam,Gale crater,Gale crater
4156,Fountainbridge,Gale crater,Gale crater
4157,Fountainbridge,Gale crater,Gale crater
4158,Fountainbridge,Gale crater,Gale crater
4159,Donside,Gale crater,Gale crater
4160,Donside,Gale crater,Gale crater
4161,Donside,Gale crater,Gale crater
4162,Donside,Gale crater,Gale crater
4163,Hatton,Gale crater,Gale crater
4164,Hatton,Gale crater,Gale crater
4165,Tyrebagger_Hill,Gale crater,Gale crater
4166,Tyrebagger_Hill,Gale crater,Gale crater
4167,Tyrebagger_Hill,Gale crater,Gale crater
4168,Tyrebagger_Hill,Gale crater,Gale crater
4169,Tyrebagger_Hill,Gale crater,Gale crater
4170,Tyrebagger_Hill,Gale crater,Gale crater
4171,Antonine_Wall,Gale crater,Gale crater
4172,Antonine_Wall,Gale crater,Gale crater
4173,Antonine_Wall,Gale crater,Gale crater
4174,Seaton_Cliffs,Gale crater,Gale crater
4175,East_Caithness_Cliffs,Gale crater,Gale crater
4176,East_Caithness_Cliffs,Gale crater,Gale crater
4177,East_Caithness_Cliffs,Gale crater,Gale crater
4178,Loch_Katrine,Gale crater,Gale crater
4179,Loch_Katrine,Gale crater,Gale crater
4180,Loch_Katrine,Gale crater,Gale crater
4181,Ninian,Gale crater,Gale crater
4182,Thrumster,Gale crater,Gale crater
4183,Thrumster,Gale crater,Gale crater
4184,Tap_O_Noth,Gale crater,Gale crater
4185,Grey_Corries,Gale crater,Gale crater
4186,Grey_Corries,Gale crater,Gale crater
4187,Grey_Corries,Gale crater,Gale crater
4188,Scone,Gale crater,Gale crater
4189,Glen_Etive_Drill_Hole_3ccam,Gale crater,Gale crater
4190,Torbeg,Gale crater,Gale crater
4191,Sutherland,Gale crater,Gale crater
4192,Risk,Gale crater,Gale crater
4193,Princes_Street,Gale crater,Gale crater
4194,Princes_Street,Gale crater,Gale crater
4195,Lamlash,Gale crater,Gale crater
4196,Lamlash,Gale crater,Gale crater
4197,Prince_Charlies_Cave,Gale crater,Gale crater
4198,Prince_Charlies_Cave,Gale crater,Gale crater
4199,Prince_Charlies_Cave,Gale crater,Gale crater
4200,Windy_Swire,Gale crater,Gale crater
4201,Wigtownshire,Gale crater,Gale crater
4202,Wigtownshire,Gale crater,Gale crater
4203,Wigtownshire,Gale crater,Gale crater
4204,Wigtownshire,Gale crater,Gale crater
4205,Wigtownshire,Gale crater,Gale crater
4206,Wigtownshire,Gale crater,Gale crater
4207,Wigtownshire,Gale crater,Gale crater
4208,Wigtownshire,Gale crater,Gale crater
4209,Glen_Etive_2_drill_hole,Gale crater,Gale crater
4210,Kilpatrick,Gale crater,Gale crater
4211,Kilpatrick,Gale crater,Gale crater
4212,Kilpatrick,Gale crater,Gale crater
4213,Kilpatrick,Gale crater,Gale crater
4214,Kilpatrick,Gale crater,Gale crater
4215,Glen_Lyon_2533,Gale crater,Gale crater
4216,Glen_Lyon_2533,Gale crater,Gale crater
4217,Perthshire,Gale crater,Gale crater
4218,Glen_Lyon_2540,Gale crater,Gale crater
4219,Broo_Gill,Gale crater,Gale crater
4220,Kilpatrick_dawn,Gale crater,Gale crater
4221,Kilpatrick_dawn,Gale crater,Gale crater
4222,Kilpatrick_dawn,Gale crater,Gale crater
4223,Bighouse,Gale crater,Gale crater
4224,Bighouse,Gale crater,Gale crater
4225,Bighouse,Gale crater,Gale crater
4226,Penicuik,Gale crater,Gale crater
4227,Seilebost_Beach,Gale crater,Gale crater
4228,Seilebost_Beach,Gale crater,Gale crater
4229,Sandwood_Bay,Gale crater,Gale crater
4230,Glensanda,Gale crater,Gale crater
4231,Glensanda,Gale crater,Gale crater
4232,Glensanda,Gale crater,Gale crater
4233,Glensanda,Gale crater,Gale crater
4234,Hermaness,Gale crater,Gale crater
4235,Kinnordy_dawn,Gale crater,Gale crater
4236,Kinnordy_dawn,Gale crater,Gale crater
4237,Kinnordy_dawn,Gale crater,Gale crater
4238,Kinnordy_dawn,Gale crater,Gale crater
4239,Kinnordy_dawn,Gale crater,Gale crater
4240,Kinnordy_dawn,Gale crater,Gale crater
4241,Kinnordy,Gale crater,Gale crater
4242,Kinnordy,Gale crater,Gale crater
4243,Kinnordy,Gale crater,Gale crater
4244,Kinnordy,Gale crater,Gale crater
4245,Kinnordy,Gale crater,Gale crater
4246,aegis_post_2571a,Gale crater,Gale crater
4247,aegis_post_2573a,Gale crater,Gale crater
4248,aegis_post_2573a,Gale crater,Gale crater
4249,Biggar,Gale crater,Gale crater
4250,Reay,Gale crater,Gale crater
4251,aegis_post_2576a,Gale crater,Gale crater
4252,Black_Gutter,Gale crater,Gale crater
4253,Widewall,Gale crater,Gale crater
4254,Kittybrewster_dawn,Gale crater,Gale crater
4255,Kittybrewster_dawn,Gale crater,Gale crater
4256,Kittybrewster_dawn,Gale crater,Gale crater
4257,Kittybrewster_dawn,Gale crater,Gale crater
4258,Kittybrewster_dawn,Gale crater,Gale crater
4259,Kittybrewster_dawn,Gale crater,Gale crater
4260,Kittybrewster_dawn,Gale crater,Gale crater
4261,Kittybrewster_dawn,Gale crater,Gale crater
4262,Kittybrewster_dawn,Gale crater,Gale crater
4263,Kittybrewster,Gale crater,Gale crater
4264,Kittybrewster,Gale crater,Gale crater
4265,Kittybrewster,Gale crater,Gale crater
4266,Kittybrewster,Gale crater,Gale crater
4267,Kittybrewster,Gale crater,Gale crater
4268,Kittybrewster,Gale crater,Gale crater
4269,Kittybrewster,Gale crater,Gale crater
4270,Kittybrewster,Gale crater,Gale crater
4271,Kittybrewster,Gale crater,Gale crater
4272,Kittybrewster,Gale crater,Gale crater
4273,Kincardineshire,Gale crater,Gale crater
4274,Kirkcudbrightshire,Gale crater,Gale crater
4275,Gorgie_ccam,Gale crater,Gale crater
4276,Isle_Ristol,Gale crater,Gale crater
4277,aegis_post_2605b,Gale crater,Gale crater
4278,aegis_post_2605c,Gale crater,Gale crater
4279,aegis_post_2605c,Gale crater,Gale crater
4280,Hamnavoe,Gale crater,Gale crater
4281,aegis_post_2607a,Gale crater,Gale crater
4282,Gretna_Green_ccam,Gale crater,Gale crater
4283,Gretna_Green_ccam,Gale crater,Gale crater
4284,Gretna_Green_ccam,Gale crater,Gale crater
4285,Gretna_Green_ccam,Gale crater,Gale crater
4286,Gretna_Green_ccam,Gale crater,Gale crater
4287,Gretna_Green_ccam,Gale crater,Gale crater
4288,Gretna_Green_ccam,Gale crater,Gale crater
4289,Gretna_Green_ccam,Gale crater,Gale crater
4290,Gretna_Green_ccam,Gale crater,Gale crater
4291,Stoneypath,Gale crater,Gale crater
4292,aegis_post_2610a,Gale crater,Gale crater
4293,Ghrudaidh,Gale crater,Gale crater
4294,Glasnakille,Gale crater,Gale crater
4295,aegis_post_2614a,Gale crater,Gale crater
4296,Keithick,Gale crater,Gale crater
4297,Keithick,Gale crater,Gale crater
4298,aegis_post_2618a,Gale crater,Gale crater
4299,Blackwaterfoot_ccam,Gale crater,Gale crater
4300,Blackwaterfoot_ccam,Gale crater,Gale crater
4301,Blackwaterfoot_ccam,Gale crater,Gale crater
4302,Blackwaterfoot_ccam,Gale crater,Gale crater
4303,Blackwaterfoot_ccam,Gale crater,Gale crater
4304,Blackwaterfoot_ccam,Gale crater,Gale crater
4305,Blackwaterfoot_ccam,Gale crater,Gale crater
4306,Blackwaterfoot_ccam,Gale crater,Gale crater
4307,Blackwaterfoot_ccam,Gale crater,Gale crater
4308,Blackwaterfoot_ccam,Gale crater,Gale crater
4309,Blackwaterfoot_2,Gale crater,Gale crater
4310,Blackwaterfoot_2,Gale crater,Gale crater
4311,Blackwaterfoot_2,Gale crater,Gale crater
4312,Blackwaterfoot_2,Gale crater,Gale crater
4313,Blackwaterfoot_2,Gale crater,Gale crater
4314,Blackwaterfoot_2,Gale crater,Gale crater
4315,Blackwaterfoot_2,Gale crater,Gale crater
4316,Blackwaterfoot_2,Gale crater,Gale crater
4317,Blackwaterfoot_2,Gale crater,Gale crater
4318,Blackwaterfoot_2,Gale crater,Gale crater
4319,Clashnessie,Gale crater,Gale crater
4320,Clashnessie,Gale crater,Gale crater
4321,Clashnessie,Gale crater,Gale crater
4322,Clashnessie,Gale crater,Gale crater
4323,Clashnessie,Gale crater,Gale crater
4324,Clashnessie,Gale crater,Gale crater
4325,Clashnessie,Gale crater,Gale crater
4326,Clashnessie,Gale crater,Gale crater
4327,Clashnessie,Gale crater,Gale crater
4328,Clashnessie,Gale crater,Gale crater
4329,Arrochar_Alps,Gale crater,Gale crater
4330,Ben_Eighe,Gale crater,Gale crater
4331,Ben_Eighe,Gale crater,Gale crater
4332,Ben_Eighe,Gale crater,Gale crater
4333,Ben_Eighe,Gale crater,Gale crater
4334,Ben_Eighe,Gale crater,Gale crater
4335,Ben_Eighe,Gale crater,Gale crater
4336,Ben_Eighe,Gale crater,Gale crater
4337,Ben_Eighe,Gale crater,Gale crater
